seller_id,week,total_orders,on_time_rate,avg_review_score,freight_pct_of_price
2a1348e9addc1af5aaa619b1a3679d6b,2017-01-23,5,100.0,2.8,39.46
2bd05d410a8fd26dc4184a15f4f2f588,2017-01-23,1,100.0,5.0,36.55
2bdb95a56a36ebbc6640337ac5eac174,2017-01-23,1,100.0,5.0,20.02
2be17df1c49978426251562096c3cc09,2017-01-23,1,100.0,4.0,15.41
2f4b9d112bfa44a214bc6cef085d17c8,2017-01-23,1,100.0,4.0,90.95
31344c16881c08a8a72c6d2eb29918c1,2017-01-23,1,100.0,4.0,9.53
3481aa57cd91f9f9d3fa1fa12d9a3bf7,2017-01-23,1,100.0,4.0,20.0
38e679b9e0064cd94c6f035707344dae,2017-01-23,2,100.0,4.5,18.55
3985a3c45be355a4c57fde108bfabd1c,2017-01-23,1,100.0,5.0,74.06
3be5841cdcc46de4ed3f9116f104b2c5,2017-01-23,1,100.0,5.0,19.97
3c3017960b2dbd72711a61f0400aab8f,2017-01-23,1,100.0,1.0,21.23
41b39e28db005d9731d9d485a83b4c38,2017-01-23,4,100.0,3.8,43.54
41c9d3997dd3c072c31139dc5bb5761f,2017-01-23,1,100.0,4.0,9.2
422be4cc81a457fdb46f47edeb968ae5,2017-01-23,1,100.0,5.0,32.29
45213867cefbf2cd4c6177e10216a951,2017-01-23,1,100.0,4.0,5.3
45d33f715e24d15a6ccf5c17b3a23e3c,2017-01-23,2,100.0,5.0,38.52
46dc3b2cc0980fb8ec44634e21d2718e,2017-01-23,7,100.0,3.43,9.43
48162d548f5b1b11b9d29d1e01f75a61,2017-01-23,1,100.0,4.0,14.06
